"App Name","App ID","Store","Device","Country Code","Language Code","Main App ID","Main App Name","Date","Average Rating","RA 5 stars","RA 4 stars","RA 3 stars","RA 2 stars","RA 1 star","Total Ratings","Average Reviews Daily","RE 5 stars Daily","RE 4 stars Daily","RE 3 stars Daily","RE 2 stars Daily","RE 1 star Daily","Total Reviews Daily","Ratings Average Daily Change","RA 5 stars Daily","RA 4 stars Daily","RA 3 stars Daily","RA 2 stars Daily","RA 1 star Daily","Total Ratings Daily"
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-06-22","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-06-23","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-06-24","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-06-25","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-06-26","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-06-27","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-06-28","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-06-29","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-06-30","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-01","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-02","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-03","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-04","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-05","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-06","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-07","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-08","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-09","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-10","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-11","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-12","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-13","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-14","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-15","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-16","4.011","1681250","585906","165873","93010","432029","2958068","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-17","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-18","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
"Android Auto","com.google.android.projection.gearhead","Android","google","in","in","com.google.android.projection.gearhead","Android Auto","2022-07-19","","","","","","","","0","0","0","0","0","0","0","","","","","","",""
